alpha_deg,P, V
536.5,397408,0.00124336
537,397330,0.00124355
537.5,397264,0.00124371
538,397210,0.00124384
538.5,397167,0.00124394
539,397137,0.00124401
539.5,397119,0.00124406
540,150000,0.00124407
540.5,150000,0.00124406
541,150000,0.00124401
541.5,150000,0.00124394
542,150000,0.00124384
542.5,150000,0.00124371
543,150000,0.00124355
543.5,150000,0.00124336
544,150000,0.00124314
544.5,150000,0.0012429
545,150000,0.00124262
545.5,150000,0.00124232
546,150000,0.00124199
546.5,150000,0.00124162
547,150000,0.00124123
547.5,150000,0.00124081
548,150000,0.00124036
548.5,150000,0.00123989
549,150000,0.00123938
549.5,150000,0.00123884
550,150000,0.00123828
550.5,150000,0.00123768
551,150000,0.00123706
551.5,150000,0.00123641
552,150000,0.00123572
552.5,150000,0.00123501
553,150000,0.00123427
553.5,150000,0.0012335
554,150000,0.0012327
554.5,150000,0.00123188
555,150000,0.00123102
555.5,150000,0.00123013
556,150000,0.00122922
556.5,150000,0.00122827
557,150000,0.0012273
557.5,150000,0.0012263
558,150000,0.00122526
558.5,150000,0.0012242
559,150000,0.00122311
559.5,150000,0.00122199
560,150000,0.00122084
560.5,150000,0.00121966
561,150000,0.00121845
561.5,150000,0.00121721
562,150000,0.00121594
562.5,150000,0.00121464
563,150000,0.00121331
563.5,150000,0.00121196
564,150000,0.00121057
564.5,150000,0.00120915
565,150000,0.00120771
565.5,150000,0.00120623
566,150000,0.00120472
566.5,150000,0.00120319
567,150000,0.00120162
567.5,150000,0.00120003
568,150000,0.0011984
568.5,150000,0.00119675
569,150000,0.00119506
569.5,150000,0.00119335
570,150000,0.0011916
570.5,150000,0.00118983
571,150000,0.00118803
571.5,150000,0.00118619
572,150000,0.00118433
572.5,150000,0.00118243
573,150000,0.00118051
573.5,150000,0.00117855
574,150000,0.00117657
574.5,150000,0.00117455
575,150000,0.00117251
575.5,150000,0.00117043
576,150000,0.00116833
576.5,150000,0.00116619
577,150000,0.00116403
577.5,150000,0.00116183
578,150000,0.0011596
578.5,150000,0.00115735
579,150000,0.00115506
579.5,150000,0.00115274
580,150000,0.0011504
580.5,150000,0.00114802
581,150000,0.00114561
581.5,150000,0.00114317
582,150000,0.0011407
582.5,150000,0.00113821
583,150000,0.00113568
583.5,150000,0.00113312
584,150000,0.00113053
584.5,150000,0.00112791
585,150000,0.00112526
585.5,150000,0.00112258
586,150000,0.00111987
586.5,150000,0.00111713
587,150000,0.00111436
587.5,150000,0.00111155
588,150000,0.00110872
588.5,150000,0.00110586
589,150000,0.00110297
589.5,150000,0.00110005
590,150000,0.0010971
590.5,150000,0.00109411
591,150000,0.0010911
591.5,150000,0.00108806
592,150000,0.00108499
592.5,150000,0.00108189
593,150000,0.00107875
593.5,150000,0.00107559
594,150000,0.0010724
594.5,150000,0.00106918
595,150000,0.00106593
595.5,150000,0.00106265
596,150000,0.00105934
596.5,150000,0.001056
597,150000,0.00105263
597.5,150000,0.00104923
598,150000,0.0010458
598.5,150000,0.00104234
599,150000,0.00103886
599.5,150000,0.00103534
600,150000,0.0010318
600.5,150000,0.00102822
601,150000,0.00102462
601.5,150000,0.00102099
602,150000,0.00101733
602.5,150000,0.00101364
603,150000,0.00100992
603.5,150000,0.00100618
604,150000,0.00100241
604.5,150000,0.000998604
605,150000,0.000994775
605.5,150000,0.000990918
606,150000,0.000987033
606.5,150000,0.00098312
607,150000,0.000979181
607.5,150000,0.000975213
608,150000,0.000971219
608.5,150000,0.000967198
609,150000,0.00096315
609.5,150000,0.000959075
610,150000,0.000954973
610.5,150000,0.000950846
611,150000,0.000946692
611.5,150000,0.000942512
612,150000,0.000938307
612.5,150000,0.000934075
613,150000,0.000929819
613.5,150000,0.000925537
614,150000,0.00092123
614.5,150000,0.000916899
615,150000,0.000912542
615.5,150000,0.000908162
616,150000,0.000903757
616.5,150000,0.000899329
617,150000,0.000894876
617.5,150000,0.000890401
618,150000,0.000885902
618.5,150000,0.00088138
619,150000,0.000876836
619.5,150000,0.000872269
620,150000,0.00086768
620.5,150000,0.000863069
621,150000,0.000858436
621.5,150000,0.000853782
622,150000,0.000849107
622.5,150000,0.000844412
623,150000,0.000839696
623.5,150000,0.000834959
624,150000,0.000830203
624.5,150000,0.000825428
625,150000,0.000820633
625.5,150000,0.000815819
626,150000,0.000810987
626.5,150000,0.000806136
627,150000,0.000801268
627.5,150000,0.000796382
628,150000,0.000791479
628.5,150000,0.000786559
629,150000,0.000781623
629.5,150000,0.00077667
630,150000,0.000771702
630.5,150000,0.000766719
631,150000,0.00076172
631.5,150000,0.000756707
632,150000,0.00075168
632.5,150000,0.000746639
633,150000,0.000741584
633.5,150000,0.000736517
634,150000,0.000731437
634.5,150000,0.000726344
635,150000,0.000721241
635.5,150000,0.000716125
636,150000,0.000710999
636.5,150000,0.000705863
637,150000,0.000700716
637.5,150000,0.00069556
638,150000,0.000690395
638.5,150000,0.000685221
639,150000,0.000680039
639.5,150000,0.000674849
640,150000,0.000669652
640.5,150000,0.000664448
641,150000,0.000659237
641.5,150000,0.000654021
642,150000,0.0006488
642.5,150000,0.000643573
643,150000,0.000638343
643.5,150000,0.000633108
644,150000,0.00062787
644.5,150000,0.000622629
645,150000,0.000617386
645.5,150000,0.00061214
646,150000,0.000606894
646.5,150000,0.000601646
647,150000,0.000596399
647.5,150000,0.000591151
648,150000,0.000585904
648.5,150000,0.000580658
649,150000,0.000575415
649.5,150000,0.000570173
650,150000,0.000564934
650.5,150000,0.000559699
651,150000,0.000554467
651.5,150000,0.00054924
652,150000,0.000544018
652.5,150000,0.000538802
653,150000,0.000533591
653.5,150000,0.000528388
654,150000,0.000523191
654.5,150000,0.000518002
655,150000,0.000512822
655.5,150000,0.00050765
656,150000,0.000502488
656.5,150000,0.000497336
657,150000,0.000492194
657.5,150000,0.000487064
658,150000,0.000481945
658.5,150000,0.000476838
659,150000,0.000471744
659.5,150000,0.000466664
660,150000,0.000461597
660.5,150000,0.000456545
661,150000,0.000451508
661.5,150000,0.000446487
662,150000,0.000441481
662.5,150000,0.000436493
663,150000,0.000431522
663.5,150000,0.000426569
664,150000,0.000421634
664.5,150000,0.000416718
665,150000,0.000411822
665.5,150000,0.000406946
666,150000,0.000402091
666.5,150000,0.000397257
667,150000,0.000392445
667.5,150000,0.000387655
668,150000,0.000382888
668.5,150000,0.000378145
669,150000,0.000373426
669.5,150000,0.000368732
670,150000,0.000364062
670.5,150000,0.000359419
671,150000,0.000354802
671.5,150000,0.000350211
672,150000,0.000345648
672.5,150000,0.000341113
673,150000,0.000336606
673.5,150000,0.000332129
674,150000,0.000327681
674.5,150000,0.000323263
675,150000,0.000318875
675.5,150000,0.000314519
676,150000,0.000310195
676.5,150000,0.000305902
677,150000,0.000301643
677.5,150000,0.000297416
678,150000,0.000293224
678.5,150000,0.000289065
679,150000,0.000284941
679.5,150000,0.000280853
680,150000,0.0002768
680.5,150000,0.000272784
681,150000,0.000268804
681.5,150000,0.000264862
682,150000,0.000260957
682.5,150000,0.000257091
683,150000,0.000253263
683.5,150000,0.000249474
684,150000,0.000245725
684.5,150000,0.000242016
685,150000,0.000238348
685.5,150000,0.00023472
686,150000,0.000231134
686.5,150000,0.00022759
687,150000,0.000224088
687.5,150000,0.000220629
688,150000,0.000217214
688.5,150000,0.000213841
689,150000,0.000210513
689.5,150000,0.000207229
690,150000,0.00020399
690.5,150000,0.000200797
691,150000,0.000197649
691.5,150000,0.000194547
692,150000,0.000191491
692.5,150000,0.000188482
693,150000,0.000185521
693.5,150000,0.000182607
694,150000,0.000179741
694.5,150000,0.000176923
695,150000,0.000174154
695.5,150000,0.000171434
696,150000,0.000168764
696.5,150000,0.000166142
697,150000,0.000163571
697.5,150000,0.000161051
698,150000,0.000158581
698.5,150000,0.000156162
699,150000,0.000153794
699.5,150000,0.000151477
700,150000,0.000149213
700.5,150000,0.000147001
701,150000,0.000144841
701.5,150000,0.000142733
702,150000,0.000140679
702.5,150000,0.000138678
703,150000,0.00013673
703.5,150000,0.000134837
704,150000,0.000132997
704.5,150000,0.000131211
705,150000,0.00012948
705.5,150000,0.000127803
706,150000,0.000126181
706.5,150000,0.000124614
707,150000,0.000123102
707.5,150000,0.000121646
708,150000,0.000120246
708.5,150000,0.000118901
709,150000,0.000117612
709.5,150000,0.00011638
710,150000,0.000115203
710.5,150000,0.000114083
711,150000,0.00011302
711.5,150000,0.000112013
712,150000,0.000111063
712.5,150000,0.000110171
713,150000,0.000109335
713.5,150000,0.000108556
714,150000,0.000107835
714.5,150000,0.000107171
715,150000,0.000106564
715.5,150000,0.000106015
716,150000,0.000105524
716.5,150000,0.00010509
717,150000,0.000104714
717.5,150000,0.000104396
718,150000,0.000104136
718.5,150000,0.000103933
719,150000,0.000103788
719.5,150000,0.000103702
720,150000,0.000103673
